Date,Ticker,Open,High,Low,Close,Volume,Target,RSI,MACD,Signal_Line,Upper_BB,Lower_BB,ATR,%K,%D
2001-09-27,AAPL,0.2723214285714285,0.28125,0.2714285714285714,0.2769642857142857,57543.0,0.0,36.34,-0.016,-0.016,0.32,0.26,0.021,34.3,26.02
2001-09-28,AAPL,0.2805357142857143,0.2841071428571428,0.2748214285714286,0.2769642857142857,65198.0,0.5803,36.34,-0.015,-0.015,0.31,0.26,0.019,36.56,28.77
2001-10-01,AAPL,0.2766071428571429,0.2855357142857143,0.2719642857142857,0.2774999999999999,37180.0,-9.4595,37.02,-0.015,-0.015,0.3,0.26,0.017,39.81,36.89
2001-10-02,AAPL,0.2755357142857143,0.2826785714285714,0.2657142857142857,0.26875,42122.0,-1.3953,30.77,-0.015,-0.015,0.3,0.26,0.015,8.67,28.35
2001-10-03,AAPL,0.2669642857142857,0.2742857142857143,0.2648214285714286,0.2675,121972.0,18.024,29.93,-0.015,-0.015,0.29,0.26,0.014,10.79,19.76
2001-10-04,AAPL,0.2741071428571428,0.2901785714285714,0.2676785714285714,0.2835714285714286,71629.0,4.9118,50.32,-0.013,-0.014,0.29,0.26,0.014,73.94,31.13
2001-10-05,AAPL,0.275,0.2883928571428571,0.2676785714285714,0.2882142857142857,61194.0,1.1152,54.75,-0.011,-0.013,0.29,0.26,0.015,92.25,58.99
2001-10-08,AAPL,0.2780357142857143,0.2919642857142857,0.2767857142857143,0.2892857142857142,37140.0,-3.7037,55.81,-0.009,-0.011,0.29,0.26,0.015,90.13,85.44
2001-10-09,AAPL,0.2866071428571429,0.2892857142857142,0.2791071428571429,0.2857142857142857,31076.0,15.375,51.14,-0.008,-0.009,0.29,0.26,0.016,76.97,86.45
2001-10-10,AAPL,0.2875,0.3008928571428572,0.2848214285714285,0.3003571428571429,54957.0,16.409,65.11,-0.005,-0.007,0.3,0.26,0.016,98.51,88.54
2001-10-11,AAPL,0.3021428571428571,0.3167857142857143,0.3008928571428572,0.3167857142857143,59672.0,4.566,74.61,-0.001,-0.004,0.32,0.26,0.016,100.0,91.83
2001-10-12,AAPL,0.3091071428571428,0.3228571428571428,0.3010714285714285,0.3216071428571428,51395.0,-0.3331,76.77,0.002,-0.001,0.33,0.25,0.018,97.73,98.75
2001-10-15,AAPL,0.3205357142857142,0.3282142857142857,0.3205357142857142,0.32125,56920.0,0.3335,76.21,0.004,0.001,0.33,0.25,0.015,88.5,95.41
2001-10-16,AAPL,0.3230357142857142,0.325,0.3173214285714286,0.3216071428571428,36241.0,-16.9906,76.41,0.006,0.004,0.34,0.26,0.014,87.15,91.13
2001-10-17,AAPL,0.3275,0.32875,0.3028571428571429,0.3033928571428571,50989.0,17.834,50.82,0.005,0.004,0.34,0.27,0.015,48.92,74.86
2001-10-18,AAPL,0.3087499999999999,0.3255357142857143,0.3087499999999999,0.3214285714285714,109388.0,5.0,64.54,0.006,0.005,0.34,0.28,0.017,83.33,73.13
2001-10-19,AAPL,0.3203571428571429,0.3285714285714285,0.3192857142857143,0.3267857142857143,29784.0,11.8033,67.67,0.008,0.007,0.34,0.28,0.016,92.95,75.07
2001-10-22,AAPL,0.3251785714285714,0.3405357142857143,0.3230357142857142,0.3396428571428571,69989.0,-13.8801,74.07,0.01,0.008,0.35,0.29,0.016,97.74,91.34
2001-10-23,AAPL,0.3414285714285714,0.3467857142857143,0.3191071428571428,0.3239285714285714,122318.0,13.3958,57.76,0.01,0.009,0.34,0.3,0.017,47.97,79.55
2001-10-24,AAPL,0.3224999999999999,0.3408928571428571,0.3169642857142857,0.3383928571428571,66862.0,3.7995,65.84,0.011,0.01,0.34,0.3,0.019,80.89,75.53
2001-10-25,AAPL,0.3292857142857143,0.34375,0.3242857142857143,0.3426785714285714,45527.0,-8.1292,67.96,0.012,0.011,0.35,0.3,0.021,90.65,73.17
2001-10-26,AAPL,0.3367857142857143,0.34375,0.3325,0.3333928571428571,49815.0,-16.7113,58.75,0.012,0.012,0.35,0.3,0.019,64.79,78.78
2001-10-29,AAPL,0.3316071428571429,0.3333928571428571,0.3142857142857143,0.3148214285714285,42711.0,-0.5105,44.64,0.009,0.01,0.35,0.3,0.018,1.65,52.36
2001-10-30,AAPL,0.3103571428571428,0.3214285714285714,0.3046428571428571,0.3142857142857143,49422.0,-0.6818,44.28,0.007,0.009,0.35,0.3,0.019,22.88,29.77
2001-10-31,AAPL,0.3166071428571428,0.3285714285714285,0.3114285714285714,0.3135714285714285,48884.0,17.5968,43.74,0.005,0.007,0.35,0.3,0.019,21.19,15.24
2001-11-01,AAPL,0.3151785714285714,0.3353571428571428,0.3080357142857143,0.3319642857142857,55892.0,-0.3228,58.93,0.006,0.006,0.35,0.31,0.019,69.86,37.98
2001-11-02,AAPL,0.3307142857142857,0.3367857142857143,0.3242857142857143,0.3316071428571429,35215.0,8.0775,58.58,0.006,0.006,0.35,0.31,0.018,68.95,53.33
2001-11-05,AAPL,0.3364285714285714,0.34375,0.3323214285714285,0.3405357142857143,42106.0,7.8658,64.82,0.007,0.007,0.35,0.31,0.017,91.78,76.86
2001-11-06,AAPL,0.3385714285714286,0.3503571428571428,0.3308928571428571,0.3494642857142857,56432.0,0.3066,70.08,0.009,0.008,0.36,0.31,0.018,98.05,86.26
2001-11-07,AAPL,0.3475,0.3594642857142857,0.3451785714285714,0.3498214285714285,68391.0,-13.4763,70.28,0.01,0.009,0.36,0.3,0.017,82.41,90.75
2001-11-08,AAPL,0.3505357142857143,0.3551785714285714,0.3316071428571429,0.3341071428571429,61097.0,0.0,51.85,0.009,0.009,0.36,0.3,0.018,50.69,77.05
2001-11-09,AAPL,0.3321428571428572,0.34375,0.33125,0.3341071428571429,23981.0,0.6414,51.85,0.008,0.008,0.36,0.3,0.017,50.69,61.26
2001-11-12,AAPL,0.3332142857142857,0.3423214285714286,0.3207142857142857,0.3348214285714285,35982.0,9.92,52.61,0.007,0.008,0.36,0.31,0.017,36.41,45.93
2001-11-13,AAPL,0.3407142857142857,0.34625,0.3341071428571429,0.3458928571428571,40120.0,3.7171,63.23,0.008,0.008,0.36,0.32,0.017,64.98,50.69
2001-11-14,AAPL,0.3498214285714285,0.3553571428571428,0.3419642857142856,0.3501785714285714,39491.0,-2.4477,66.61,0.008,0.008,0.36,0.32,0.017,76.04,59.14
2001-11-15,AAPL,0.3473214285714285,0.3553571428571428,0.3433928571428571,0.3473214285714285,38041.0,-7.4036,62.17,0.008,0.008,0.36,0.33,0.016,68.66,69.89
2001-11-16,AAPL,0.3441071428571428,0.3444642857142857,0.3285714285714285,0.33875,41190.0,16.2889,50.4,0.007,0.007,0.36,0.33,0.016,52.06,65.59
2001-11-19,AAPL,0.3392857142857143,0.3580357142857143,0.3385714285714286,0.3571428571428571,59391.0,-7.05,66.35,0.009,0.008,0.36,0.33,0.016,97.61,72.78
2001-11-20,AAPL,0.3539285714285714,0.3607142857142857,0.3482142857142857,0.34875,49390.0,2.3041,56.65,0.008,0.008,0.36,0.33,0.016,70.09,73.25
2001-11-21,AAPL,0.3501785714285714,0.3535714285714286,0.3439285714285715,0.3514285714285714,35997.0,2.439,58.89,0.008,0.008,0.36,0.33,0.014,71.11,79.6
2001-11-23,AAPL,0.3519642857142857,0.35625,0.3494642857142857,0.3542857142857142,10715.0,20.30319100000001,61.37,0.008,0.008,0.36,0.33,0.013,80.0,73.73
2001-11-26,AAPL,0.3560714285714286,0.3848214285714286,0.355,0.3816071428571428,82266.0,-5.1942,76.91,0.011,0.01,0.38,0.33,0.016,94.29,81.8
2001-11-27,AAPL,0.3785714285714285,0.3842857142857143,0.3660714285714285,0.375,47956.0,-6.7143,69.07,0.012,0.011,0.38,0.33,0.017,82.54,85.61
2001-11-28,AAPL,0.3723214285714286,0.37875,0.3644642857142857,0.3666071428571428,44752.0,-1.6074,60.01,0.012,0.011,0.38,0.33,0.016,60.62,79.15
2001-11-29,AAPL,0.3678571428571429,0.3696428571428571,0.3605357142857143,0.3646428571428571,36208.0,12.9285,57.93,0.012,0.012,0.39,0.33,0.014,50.66,64.61
2001-11-30,AAPL,0.3655357142857142,0.3828571428571429,0.3616071428571428,0.3803571428571429,54270.0,-3.5211,68.2,0.013,0.012,0.39,0.33,0.016,89.08,66.79
2001-12-03,AAPL,0.3760714285714285,0.38,0.3678571428571429,0.3758928571428571,32351.0,19.2399,63.09,0.013,0.013,0.39,0.34,0.016,74.75,71.5
2001-12-04,AAPL,0.3758928571428571,0.4028571428571428,0.37,0.3999999999999999,67932.0,18.2143,74.92,0.015,0.014,0.4,0.34,0.02,94.03,85.95
2001-12-05,AAPL,0.3992857142857143,0.4291071428571428,0.3958928571428571,0.4242857142857143,101532.0,-12.3737,81.78,0.019,0.016,0.42,0.33,0.02,92.97,87.25
2001-12-06,AAPL,0.4192857142857143,0.4196428571428571,0.3953571428571428,0.4067857142857143,60524.0,-3.1607,66.49,0.02,0.018,0.43,0.34,0.022,67.45,84.82
2001-12-07,AAPL,0.4010714285714286,0.4055357142857143,0.3928571428571428,0.4024999999999999,36342.0,0.0,63.12,0.02,0.019,0.43,0.35,0.022,61.2,73.87
2001-12-10,AAPL,0.3980357142857142,0.4105357142857143,0.3969642857142857,0.4024999999999999,30359.0,-10.1154,63.12,0.019,0.019,0.43,0.35,0.022,60.58,63.08
2001-12-11,AAPL,0.4048214285714286,0.4080357142857143,0.3866071428571428,0.3889285714285714,36692.0,-3.9945,51.8,0.017,0.018,0.43,0.35,0.022,34.4,52.06
2001-12-12,AAPL,0.3905357142857143,0.3914285714285714,0.3794642857142857,0.38375,34368.0,-6.8404,47.96,0.014,0.016,0.43,0.36,0.022,23.26,39.41
2001-12-13,AAPL,0.38375,0.3848214285714286,0.3660714285714285,0.375,35329.0,-8.7143,41.86,0.011,0.014,0.43,0.36,0.02,14.16,23.94
2001-12-14,AAPL,0.3701785714285714,0.3719642857142857,0.35875,0.3641071428571428,33908.0,3.384,35.33,0.008,0.011,0.43,0.36,0.018,8.8,15.41
2001-12-17,AAPL,0.3642857142857142,0.375,0.3605357142857143,0.3682142857142857,31020.0,5.6741,39.48,0.005,0.008,0.43,0.35,0.016,18.28,13.75
2001-12-18,AAPL,0.3730357142857143,0.3808928571428571,0.3610714285714285,0.3751785714285715,42007.0,8.7101,46.3,0.004,0.006,0.43,0.35,0.017,31.72,19.6
2001-12-19,AAPL,0.3675,0.3871428571428571,0.3655357142857142,0.3860714285714285,51778.0,-13.1822,55.46,0.005,0.005,0.42,0.36,0.018,55.43,35.14
2001-12-20,AAPL,0.3821428571428571,0.3833928571428571,0.3682142857142857,0.3691071428571429,39440.0,4.7896,42.34,0.003,0.004,0.41,0.35,0.017,31.69,39.61
2001-12-21,AAPL,0.3751785714285715,0.3846428571428571,0.3714285714285714,0.375,45774.0,5.1429,47.39,0.002,0.003,0.4,0.36,0.018,57.23,48.12
2001-12-24,AAPL,0.3732142857142856,0.3830357142857142,0.3732142857142856,0.3814285714285714,9041.0,1.8258,52.66,0.003,0.003,0.39,0.36,0.016,79.87,56.26
2001-12-26,AAPL,0.38125,0.3982142857142857,0.3775,0.38375,26143.0,8.0968,54.58,0.003,0.003,0.39,0.36,0.017,61.61,66.24
2001-12-27,AAPL,0.3853571428571428,0.3973214285714285,0.3853571428571428,0.3941071428571429,34198.0,4.8935,62.48,0.004,0.004,0.4,0.36,0.017,88.94,76.81
2001-12-28,AAPL,0.3923214285714285,0.4107142857142857,0.3921428571428572,0.4005357142857143,53415.0,-7.0887,66.69,0.006,0.005,0.4,0.36,0.017,77.47,76.01
2001-12-31,AAPL,0.4019642857142857,0.4046428571428571,0.3898214285714285,0.3910714285714285,24604.0,19.1781,55.93,0.006,0.005,0.4,0.36,0.016,53.78,73.4
2002-01-02,AAPL,0.39375,0.4160714285714286,0.3921428571428572,0.4160714285714286,94553.0,3.6052,70.56,0.009,0.007,0.42,0.36,0.017,100.0,77.08
2002-01-03,AAPL,0.4107142857142857,0.4241071428571428,0.4066071428571428,0.4210714285714285,109287.0,1.3995,72.68,0.011,0.009,0.43,0.36,0.017,94.04,82.61
2002-01-04,AAPL,0.4167857142857142,0.4276785714285714,0.4105357142857143,0.4230357142857143,73210.0,-10.0042,73.55,0.013,0.011,0.43,0.36,0.018,90.75,94.93
2002-01-07,AAPL,0.4235714285714285,0.4285714285714285,0.40625,0.4089285714285714,79390.0,-3.7991,58.04,0.012,0.012,0.43,0.37,0.018,54.55,79.78
2002-01-08,AAPL,0.40625,0.4116071428571429,0.4010714285714286,0.40375,80364.0,-12.7377,53.23,0.011,0.011,0.43,0.37,0.018,35.94,60.41
2002-01-09,AAPL,0.4071428571428571,0.4094642857142857,0.38,0.3866071428571428,58542.0,-5.8199,40.32,0.008,0.01,0.43,0.37,0.02,13.6,34.7
2002-01-10,AAPL,0.3789285714285714,0.3832142857142857,0.3616071428571428,0.3791071428571428,80846.0,-2.5436,35.88,0.005,0.007,0.43,0.37,0.021,26.13,25.22
2002-01-11,AAPL,0.3819642857142857,0.39,0.3678571428571429,0.3758928571428571,62286.0,1.4252,34.01,0.002,0.005,0.43,0.37,0.021,21.33,20.35
2002-01-14,AAPL,0.3751785714285715,0.3821428571428571,0.3732142857142856,0.3776785714285714,74285.0,7.8014,36.17,0.0,0.002,0.44,0.36,0.019,24.0,23.82
2002-01-15,AAPL,0.3807142857142857,0.3885714285714286,0.37875,0.3875,51843.0,-12.7189,47.25,0.0,0.001,0.44,0.36,0.018,38.67,28.0
2002-01-16,AAPL,0.3823214285714286,0.3823214285714286,0.3660714285714285,0.3710714285714286,101231.0,20.30319100000001,35.29,-0.002,-0.0,0.43,0.35,0.018,18.93,27.2
2002-01-17,AAPL,0.3921428571428572,0.4060714285714285,0.3905357142857143,0.4014285714285714,117960.0,-4.137,58.13,0.0,-0.0,0.43,0.36,0.022,83.21,46.94
2002-01-18,AAPL,0.3928571428571428,0.4035714285714286,0.3921428571428572,0.3958928571428571,60502.0,-4.7361,54.07,0.001,0.0,0.41,0.36,0.019,77.11,59.75
2002-01-22,AAPL,0.3976785714285714,0.3994642857142857,0.3896428571428571,0.3896428571428571,58449.0,16.4986,49.51,0.001,0.001,0.41,0.36,0.017,58.93,73.08
2002-01-23,AAPL,0.3892857142857143,0.4114285714285714,0.3855357142857142,0.4110714285714286,79157.0,2.4761,62.24,0.003,0.002,0.41,0.36,0.018,99.21,78.42
2002-01-24,AAPL,0.4091071428571428,0.4198214285714286,0.4089285714285714,0.4144642857142857,61429.0,0.517,63.92,0.005,0.003,0.42,0.36,0.018,90.03,82.72
2002-01-25,AAPL,0.40875,0.4182142857142857,0.4046428571428571,0.4151785714285714,33199.0,0.2581,64.31,0.006,0.005,0.43,0.36,0.018,91.36,93.53
2002-01-28,AAPL,0.4178571428571428,0.4205357142857143,0.4057142857142857,0.4155357142857143,33294.0,-2.5784,64.53,0.007,0.006,0.43,0.37,0.017,85.71,89.03
2002-01-29,AAPL,0.4146428571428571,0.4203571428571428,0.4080357142857143,0.4119642857142857,42915.0,13.264,60.14,0.007,0.006,0.43,0.37,0.014,75.51,84.19
2002-01-30,AAPL,0.4119642857142857,0.4310714285714286,0.4096428571428571,0.4301785714285714,84210.0,7.8456,71.63,0.009,0.008,0.44,0.37,0.016,98.04,86.42
2002-01-31,AAPL,0.4314285714285714,0.4416071428571428,0.4305357142857143,0.4414285714285714,83651.0,-3.7621,76.51,0.012,0.01,0.44,0.38,0.016,99.68,91.08
2002-02-01,AAPL,0.4346428571428571,0.4457142857142857,0.4346428571428571,0.4358928571428571,71126.0,11.5526,69.63,0.013,0.011,0.45,0.38,0.014,76.09,91.27
2002-02-04,AAPL,0.4342857142857143,0.4557142857142857,0.4321428571428571,0.4526785714285714,93281.0,1.1834,76.96,0.015,0.013,0.46,0.39,0.015,94.06,89.94
2002-02-05,AAPL,0.4480357142857142,0.4639285714285714,0.4478571428571428,0.4544642857142857,81587.0,-9.1945,77.63,0.017,0.015,0.46,0.39,0.016,83.74,84.63
2002-02-06,AAPL,0.4571428571428572,0.4639285714285714,0.4312499999999999,0.4405357142857143,106710.0,-4.4994,61.39,0.016,0.016,0.46,0.4,0.018,58.15,78.65
2002-02-07,AAPL,0.4401785714285714,0.4516071428571428,0.43,0.4339285714285714,62113.0,-3.3333,55.02,0.015,0.015,0.46,0.4,0.02,44.74,62.21
2002-02-08,AAPL,0.4357142857142856,0.44,0.4173214285714285,0.4291071428571428,63452.0,11.8602,50.55,0.013,0.014,0.46,0.41,0.02,25.29,42.73
2002-02-11,AAPL,0.4273214285714286,0.4464285714285714,0.4239285714285714,0.4460714285714285,71179.0,-3.2426,62.91,0.013,0.014,0.46,0.41,0.021,61.69,43.91
2002-02-12,AAPL,0.4403571428571428,0.4471428571428571,0.4366071428571428,0.44125,40050.0,3.6423,58.1,0.012,0.013,0.46,0.42,0.021,51.34,46.11
2002-02-13,AAPL,0.4416071428571428,0.4507142857142857,0.4401785714285714,0.4466071428571428,55870.0,-4.918,61.88,0.012,0.012,0.46,0.43,0.02,62.84,58.62
2002-02-14,AAPL,0.4473214285714286,0.4505357142857143,0.4353571428571428,0.4392857142857143,46459.0,-8.5366,54.09,0.011,0.012,0.46,0.43,0.019,47.13,53.77
2002-02-15,AAPL,0.4380357142857143,0.4460714285714285,0.4258928571428572,0.4267857142857142,46462.0,-16.0669,43.25,0.009,0.01,0.46,0.42,0.018,27.6,45.86
2002-02-19,AAPL,0.4242857142857143,0.42625,0.4014285714285714,0.4039285714285714,69689.0,6.7639,30.3,0.005,0.008,0.46,0.41,0.018,5.07,26.6
2002-02-20,AAPL,0.4066071428571428,0.4142857142857142,0.3991071428571429,0.4130357142857143,50972.0,-18.580005,38.82,0.002,0.005,0.46,0.4,0.017,26.99,19.89
2002-02-21,AAPL,0.4092857142857143,0.4107142857142857,0.3830357142857142,0.3839285714285714,79777.0,17.3023,26.67,-0.003,0.001,0.47,0.39,0.018,1.32,11.13
2002-02-22,AAPL,0.3867857142857143,0.4098214285714285,0.3839285714285714,0.4060714285714285,72585.0,14.1161,42.61,-0.004,-0.002,0.47,0.38,0.02,34.04,20.78
2002-02-25,AAPL,0.4080357142857143,0.4414285714285714,0.3992857142857143,0.4251785714285714,76223.0,-1.764,52.92,-0.002,-0.002,0.47,0.38,0.025,62.43,32.6
2002-02-26,AAPL,0.4269642857142857,0.4351785714285714,0.4151785714285714,0.4226785714285714,46452.0,-18.580005,51.5,-0.001,-0.001,0.46,0.38,0.026,62.89,53.12
2002-02-27,AAPL,0.4275,0.4330357142857143,0.3739285714285714,0.3921428571428572,183957.0,-3.5519,37.32,-0.004,-0.003,0.46,0.38,0.031,26.98,50.77
2002-02-28,AAPL,0.3955357142857142,0.4033928571428571,0.38125,0.3875,81596.0,20.30319100000001,35.58,-0.007,-0.005,0.45,0.37,0.031,20.11,36.66
2002-03-01,AAPL,0.3916071428571429,0.4196428571428571,0.3896428571428571,0.41875,62320.0,10.7463,52.83,-0.005,-0.005,0.44,0.38,0.033,66.4,37.83
2002-03-04,AAPL,0.4153571428571428,0.4389285714285714,0.4064285714285715,0.4337499999999999,62189.0,-9.3866,58.99,-0.002,-0.003,0.44,0.37,0.033,88.62,58.38
2002-03-05,AAPL,0.4312499999999999,0.4362499999999999,0.4178571428571428,0.4201785714285714,49054.0,6.8848,51.85,-0.001,-0.002,0.44,0.38,0.032,68.52,74.51
2002-03-06,AAPL,0.4192857142857143,0.4346428571428571,0.4094642857142857,0.4298214285714286,40394.0,3.8637,56.24,0.0,-0.001,0.45,0.38,0.03,85.99,81.04
2002-03-07,AAPL,0.4296428571428571,0.4380357142857143,0.4216071428571428,0.4353571428571428,46116.0,3.4454,58.76,0.002,0.0,0.45,0.38,0.029,94.51,83.01
2002-03-08,AAPL,0.4417857142857143,0.4480357142857142,0.4339285714285714,0.4403571428571428,48174.0,4.8662,61.11,0.004,0.002,0.46,0.39,0.023,88.5,89.67
2002-03-11,AAPL,0.4392857142857143,0.4489285714285714,0.4303571428571429,0.4474999999999999,46926.0,-4.0702,64.5,0.006,0.004,0.46,0.38,0.022,97.59,93.53
2002-03-12,AAPL,0.4376785714285715,0.4417857142857143,0.4303571428571429,0.4414285714285714,45367.0,-2.7913,59.37,0.007,0.006,0.47,0.38,0.02,82.35,89.48
2002-03-13,AAPL,0.4351785714285714,0.44375,0.4312499999999999,0.4373214285714285,35851.0,-0.735,55.87,0.007,0.006,0.46,0.39,0.017,70.59,83.51
2002-03-14,AAPL,0.4339285714285714,0.4392857142857143,0.42625,0.4362499999999999,38803.0,6.3856,54.89,0.006,0.006,0.45,0.42,0.017,67.87,73.6
2002-03-15,AAPL,0.4367857142857143,0.4457142857142857,0.4330357142857143,0.4455357142857142,43018.0,-2.5251,61.71,0.007,0.007,0.45,0.42,0.015,87.58,75.35
2002-03-18,AAPL,0.4455357142857142,0.4473214285714286,0.4342857142857143,0.4417857142857143,54385.0,1.3339,57.61,0.007,0.007,0.45,0.42,0.014,68.5,74.65
2002-03-19,AAPL,0.4408928571428571,0.4517857142857143,0.4339285714285714,0.44375,43276.0,0.8451,59.26,0.007,0.007,0.45,0.43,0.015,68.53,74.87
2002-03-20,AAPL,0.4403571428571428,0.4489285714285714,0.4375,0.445,52557.0,-7.825,60.41,0.007,0.007,0.45,0.43,0.014,73.43,70.15
2002-03-21,AAPL,0.4260714285714285,0.4339285714285714,0.4153571428571428,0.4333928571428571,110063.0,-2.225,46.28,0.006,0.006,0.45,0.43,0.016,49.51,63.82
2002-03-22,AAPL,0.4325,0.4385714285714285,0.42625,0.4301785714285714,36106.0,-9.2154,43.02,0.004,0.005,0.45,0.43,0.016,40.69,54.54
2002-03-25,AAPL,0.4298214285714286,0.4301785714285714,0.415,0.4169642857142857,46934.0,1.4133,32.18,0.002,0.004,0.45,0.42,0.016,5.34,31.85
2002-03-26,AAPL,0.4142857142857142,0.4221428571428571,0.4107142857142857,0.4189285714285714,46043.0,0.1279,35.02,0.0,0.002,0.46,0.41,0.016,20.0,22.01
2002-03-27,AAPL,0.4169642857142857,0.4235714285714285,0.4153571428571428,0.4191071428571428,22804.0,2.5565,35.31,-0.001,0.0,0.46,0.41,0.015,20.43,15.26
2002-03-28,AAPL,0.4232142857142857,0.4264285714285714,0.4189285714285714,0.4226785714285714,19367.0,10.0127,41.36,-0.002,-0.001,0.46,0.41,0.014,31.31,23.91
2002-04-01,AAPL,0.4175,0.4410714285714285,0.4157142857142857,0.4367857142857143,35544.0,-4.7833,59.02,-0.0,-0.0,0.45,0.41,0.016,85.88,45.87
2002-04-02,AAPL,0.4285714285714285,0.4339285714285714,0.42625,0.4298214285714286,36392.0,-3.9884,50.3,-0.0,-0.0,0.45,0.41,0.013,62.94,60.04
2002-04-03,AAPL,0.4294642857142857,0.4373214285714285,0.4214285714285714,0.4241071428571428,38309.0,14.5263,44.06,-0.001,-0.001,0.45,0.41,0.013,44.12,64.31
2002-04-04,AAPL,0.4226785714285714,0.4473214285714286,0.4226785714285714,0.4446428571428571,60446.0,-1.9277,63.19,0.001,0.0,0.45,0.41,0.015,92.68,66.58
2002-04-05,AAPL,0.4455357142857142,0.4498214285714286,0.4303571428571429,0.4417857142857143,49705.0,-2.1827,59.87,0.002,0.001,0.45,0.41,0.016,76.68,71.16
2002-04-08,AAPL,0.4314285714285714,0.4407142857142857,0.4246428571428571,0.4385714285714285,46699.0,-5.6189,56.0,0.003,0.002,0.45,0.41,0.017,67.02,78.79
2002-04-09,AAPL,0.4391071428571428,0.4464285714285714,0.42875,0.4303571428571429,34202.0,6.971,46.96,0.002,0.002,0.45,0.41,0.019,42.93,62.21
2002-04-10,AAPL,0.4323214285714286,0.4455357142857142,0.42875,0.4403571428571428,40175.0,2.4331,56.86,0.002,0.002,0.45,0.42,0.017,66.67,58.87
2002-04-11,AAPL,0.4469642857142857,0.45,0.4419642857142857,0.4439285714285714,72724.0,2.4135,59.97,0.003,0.003,0.45,0.42,0.017,78.75,62.78
2002-04-12,AAPL,0.4466071428571428,0.4494642857142857,0.43875,0.4474999999999999,57186.0,-0.7183,63.07,0.004,0.003,0.45,0.42,0.017,90.85,78.76
2002-04-15,AAPL,0.4474999999999999,0.4491071428571428,0.4428571428571429,0.4464285714285714,53459.0,8.88,61.41,0.004,0.004,0.45,0.42,0.014,85.92,85.17
2002-04-16,AAPL,0.4491071428571428,0.4641071428571428,0.4485714285714285,0.4596428571428571,109746.0,4.3124,72.04,0.006,0.005,0.46,0.42,0.014,88.69,88.49
2002-04-17,AAPL,0.4630357142857143,0.4673214285714286,0.4532142857142857,0.46625,70759.0,-8.0429,75.92,0.008,0.006,0.47,0.43,0.013,97.22,90.61
2002-04-18,AAPL,0.4553571428571428,0.4557142857142857,0.4442857142857143,0.45375,71734.0,-5.0767,58.14,0.008,0.007,0.47,0.43,0.014,64.81,83.57
2002-04-19,AAPL,0.4551785714285714,0.4551785714285714,0.4451785714285714,0.4460714285714285,67037.0,-5.4043,49.79,0.007,0.007,0.47,0.43,0.013,25.62,62.55
2002-04-22,AAPL,0.4435714285714285,0.4451785714285714,0.4326785714285714,0.4380357142857143,48112.0,-3.4244,42.36,0.005,0.006,0.47,0.43,0.013,15.46,35.3
2002-04-23,AAPL,0.4382142857142857,0.4425,0.4301785714285714,0.4330357142857143,41691.0,-5.9381,38.22,0.003,0.005,0.47,0.43,0.014,7.69,16.26
2002-04-24,AAPL,0.4339285714285714,0.4375,0.4228571428571429,0.4244642857142857,25080.0,4.4173,31.97,0.001,0.003,0.47,0.42,0.015,3.61,8.92
2002-04-25,AAPL,0.4207142857142857,0.4346428571428571,0.4205357142857143,0.4307142857142857,34679.0,-13.806,40.27,-0.001,0.001,0.47,0.42,0.014,21.76,11.02
2002-04-26,AAPL,0.4335714285714286,0.4351785714285714,0.4107142857142857,0.4108928571428571,54461.0,12.3859,27.74,-0.003,-0.001,0.47,0.41,0.016,0.4,8.59
2002-04-29,AAPL,0.4135714285714286,0.4296428571428571,0.4123214285714285,0.4278571428571429,48623.0,3.8815,44.87,-0.004,-0.003,0.47,0.4,0.015,38.55,20.24
2002-04-30,AAPL,0.4266071428571428,0.4353571428571428,0.4241071428571428,0.4333928571428571,50172.0,-3.5847,49.44,-0.003,-0.003,0.47,0.41,0.016,65.8,34.92
2002-05-01,AAPL,0.4337499999999999,0.4337499999999999,0.4171428571428571,0.4282142857142857,38340.0,-3.628,45.34,-0.003,-0.003,0.46,0.41,0.016,55.06,53.14
2002-05-02,AAPL,0.4251785714285714,0.4346428571428571,0.4214285714285714,0.4230357142857143,42740.0,-2.2794,41.34,-0.004,-0.003,0.45,0.41,0.016,46.0,55.62
2002-05-03,AAPL,0.4208928571428571,0.4289285714285714,0.4183928571428571,0.4198214285714286,41211.0,-10.9741,38.86,-0.005,-0.004,0.44,0.41,0.016,36.96,46.01
2002-05-06,AAPL,0.4169642857142857,0.4196428571428571,0.4010714285714286,0.4044642857142856,44583.0,-2.3841,29.12,-0.007,-0.006,0.44,0.4,0.016,9.9,30.95
2002-05-07,AAPL,0.4096428571428571,0.4098214285714285,0.3953571428571428,0.40125,43348.0,20.30319100000001,27.44,-0.008,-0.007,0.44,0.4,0.015,14.73,20.53
2002-05-08,AAPL,0.4142857142857142,0.4378571428571428,0.4114285714285714,0.4351785714285714,77979.0,-2.2158,57.57,-0.006,-0.006,0.45,0.4,0.017,93.7,39.44
2002-05-09,AAPL,0.4330357142857143,0.4348214285714286,0.425,0.4319642857142857,40110.0,-10.7896,55.05,-0.004,-0.005,0.45,0.4,0.017,86.13,64.85
2002-05-10,AAPL,0.4337499999999999,0.4337499999999999,0.4103571428571428,0.4164285714285714,42035.0,7.976,44.13,-0.005,-0.005,0.45,0.4,0.018,49.58,76.47
